order_details_id,order_id,quantity,order_date,order_time,price_id,pizza_size,pizza_category,pizza_id,ingredients_id
3337,1475,1,2015-01-25,4:59:21 PM,D01,S,Classic,P22,I17
3338,1475,1,2015-01-25,4:59:21 PM,D14,M,Supreme,P24,I21
3339,1475,1,2015-01-25,4:59:21 PM,D14,M,Veggie,P30,I27
3340,1476,1,2015-01-25,5:05:06 PM,D15,M,Chicken,P01,I02
3341,1477,1,2015-01-25,5:08:54 PM,D04,S,Veggie,P29,I29
3342,1478,1,2015-01-25,5:26:23 PM,D07,S,Chicken,P07,I12
3343,1478,1,2015-01-25,5:26:23 PM,D11,L,Classic,P22,I17
3344,1478,1,2015-01-25,5:26:23 PM,D22,L,Supreme,P24,I21
3345,1478,1,2015-01-25,5:26:23 PM,D04,S,Classic,P11,I13
3346,1479,1,2015-01-25,5:30:14 PM,D24,S,Supreme,P03,I03
3347,1479,1,2015-01-25,5:30:14 PM,D20,L,Supreme,P25,I11
3348,1480,1,2015-01-25,5:48:20 PM,D17,L,Veggie,P10,I24
3349,1480,1,2015-01-25,5:48:20 PM,D12,M,Classic,P20,I28
3350,1481,1,2015-01-25,6:12:26 PM,D22,L,Chicken,P06,I09
3351,1481,1,2015-01-25,6:12:26 PM,D22,L,Chicken,P27,I10
3352,1482,1,2015-01-25,6:32:16 PM,D12,M,Veggie,P19,I31
3353,1483,1,2015-01-25,6:39:10 PM,D04,S,Classic,P02,I01
3354,1483,1,2015-01-25,6:39:10 PM,D15,M,Chicken,P06,I09
3355,1483,1,2015-01-25,6:39:10 PM,D12,M,Veggie,P19,I31
3356,1484,1,2015-01-25,6:57:43 PM,D04,S,Classic,P02,I01
3357,1484,1,2015-01-25,6:57:43 PM,D15,M,Chicken,P05,I08
3358,1484,1,2015-01-25,6:57:43 PM,D07,S,Chicken,P32,I07
3359,1485,1,2015-01-25,7:05:15 PM,D24,S,Supreme,P03,I03
3360,1485,1,2015-01-25,7:05:15 PM,D12,M,Veggie,P29,I29
3361,1486,1,2015-01-25,7:09:03 PM,D15,M,Veggie,P17,I14
3362,1487,1,2015-01-25,7:41:47 PM,D06,S,Supreme,P21,I15
3363,1488,1,2015-01-25,7:49:28 PM,D03,S,Classic,P23,I18
3364,1488,1,2015-01-25,7:49:28 PM,D20,L,Veggie,P29,I29
3365,1489,1,2015-01-25,8:01:54 PM,D01,S,Classic,P22,I17
3366,1490,1,2015-01-25,8:07:13 PM,D10,M,Veggie,P10,I24
3367,1490,1,2015-01-25,8:07:13 PM,D20,L,Veggie,P18,I25
3368,1490,1,2015-01-25,8:07:13 PM,D04,S,Classic,P11,I13
3369,1490,1,2015-01-25,8:07:13 PM,D12,M,Veggie,P33,I16
3370,1491,1,2015-01-25,8:19:40 PM,D04,S,Classic,P02,I01
3371,1492,1,2015-01-25,8:46:56 PM,D22,L,Chicken,P01,I02
3372,1492,1,2015-01-25,8:46:56 PM,D14,L,Classic,P13,I22
3373,1492,1,2015-01-25,8:46:56 PM,D12,M,Classic,P20,I28
3374,1492,1,2015-01-25,8:46:56 PM,D01,S,Classic,P22,I17
3375,1493,1,2015-01-25,9:00:40 PM,D10,M,Veggie,P10,I24
3376,1494,1,2015-01-25,9:01:50 PM,D21,L,Classic,P20,I28
3377,1494,1,2015-01-25,9:01:50 PM,D13,M,Supreme,P25,I11
3378,1494,1,2015-01-25,9:01:50 PM,D20,L,Veggie,P33,I16
3379,1495,1,2015-01-25,9:17:32 PM,D04,S,Veggie,P19,I31
3380,1495,1,2015-01-25,9:17:32 PM,D06,S,Supreme,P28,I06
3381,1495,1,2015-01-25,9:17:32 PM,D06,S,Veggie,P30,I27
3382,1496,1,2015-01-25,9:32:38 PM,D21,L,Classic,P20,I28
3383,1497,1,2015-01-26,11:15:57 AM,D04,S,Classic,P02,I01
3384,1497,1,2015-01-26,11:15:57 AM,D20,L,Supreme,P04,I32
3385,1497,1,2015-01-26,11:15:57 AM,D14,M,Supreme,P16,I04
3386,1498,1,2015-01-26,11:25:10 AM,D22,L,Chicken,P32,I07
3387,1499,1,2015-01-26,11:33:33 AM,D14,L,Classic,P13,I22
3388,1500,1,2015-01-26,11:52:57 AM,D12,M,Classic,P08,I19
3389,1500,1,2015-01-26,11:52:57 AM,D21,L,Classic,P20,I28
3390,1500,1,2015-01-26,11:52:57 AM,D20,L,Supreme,P25,I11
3391,1500,1,2015-01-26,11:52:57 AM,D22,L,Supreme,P28,I06
3392,1501,1,2015-01-26,12:03:55 PM,D15,M,Chicken,P05,I08
3393,1501,1,2015-01-26,12:03:55 PM,D10,M,Veggie,P10,I24
3394,1501,1,2015-01-26,12:03:55 PM,D06,M,Classic,P22,I17
3395,1501,1,2015-01-26,12:03:55 PM,D22,L,Supreme,P28,I06
3396,1502,1,2015-01-26,12:04:48 PM,D17,L,Veggie,P10,I24
3397,1502,1,2015-01-26,12:04:48 PM,D28,XL,Classic,P11,I13
3398,1503,1,2015-01-26,12:10:49 PM,D22,L,Supreme,P16,I04
3399,1504,1,2015-01-26,12:44:38 PM,D04,S,Classic,P02,I01
3400,1504,1,2015-01-26,12:44:38 PM,D22,L,Chicken,P05,I08
3401,1504,1,2015-01-26,12:44:38 PM,D07,S,Chicken,P05,I08
3402,1504,1,2015-01-26,12:44:38 PM,D12,M,Veggie,P12,I30
3403,1504,1,2015-01-26,12:44:38 PM,D20,L,Veggie,P18,I25
3404,1504,1,2015-01-26,12:44:38 PM,D11,L,Classic,P22,I17
3405,1504,1,2015-01-26,12:44:38 PM,D06,M,Classic,P22,I17
3406,1504,1,2015-01-26,12:44:38 PM,D22,L,Chicken,P27,I10
3407,1504,1,2015-01-26,12:44:38 PM,D22,L,Veggie,P30,I27
3408,1504,1,2015-01-26,12:44:38 PM,D22,L,Chicken,P32,I07
3409,1505,1,2015-01-26,12:47:34 PM,D24,S,Supreme,P03,I03
3410,1505,1,2015-01-26,12:47:34 PM,D22,L,Chicken,P05,I08
3411,1505,1,2015-01-26,12:47:34 PM,D21,L,Classic,P08,I19
3412,1505,1,2015-01-26,12:47:34 PM,D12,M,Veggie,P33,I16
3413,1506,1,2015-01-26,12:56:04 PM,D04,S,Classic,P11,I13
3414,1507,1,2015-01-26,1:02:45 PM,D06,S,Supreme,P24,I21
3415,1508,1,2015-01-26,1:03:59 PM,D18,L,Veggie,P09,I20
3416,1509,1,2015-01-26,1:08:25 PM,D07,S,Chicken,P05,I08
3417,1509,1,2015-01-26,1:08:25 PM,D04,S,Veggie,P12,I30
3418,1509,1,2015-01-26,1:08:25 PM,D07,S,Veggie,P17,I14
3419,1509,1,2015-01-26,1:08:25 PM,D03,S,Classic,P23,I18
3420,1509,1,2015-01-26,1:08:25 PM,D05,S,Supreme,P25,I11
3421,1510,1,2015-01-26,1:15:18 PM,D17,L,Veggie,P10,I24
3422,1511,1,2015-01-26,1:24:17 PM,D18,L,Veggie,P09,I20
3423,1512,1,2015-01-26,1:27:32 PM,D14,M,Supreme,P24,I21
3424,1513,1,2015-01-26,1:46:01 PM,D06,M,Classic,P22,I17
3425,1513,1,2015-01-26,1:46:01 PM,D01,S,Classic,P22,I17
3426,1514,1,2015-01-26,1:51:21 PM,D04,S,Classic,P02,I01
3427,1514,1,2015-01-26,1:51:21 PM,D13,M,Supreme,P25,I11
3428,1515,1,2015-01-26,1:52:36 PM,D12,M,Veggie,P19,I31
3429,1516,1,2015-01-26,1:54:36 PM,D01,S,Classic,P22,I17
3430,1516,1,2015-01-26,1:54:36 PM,D20,L,Supreme,P25,I11
3431,1517,1,2015-01-26,1:56:01 PM,D22,L,Chicken,P27,I10
3432,1518,1,2015-01-26,2:00:13 PM,D22,L,Supreme,P16,I04
3433,1519,1,2015-01-26,2:21:10 PM,D12,M,Classic,P11,I13
3434,1520,1,2015-01-26,2:25:20 PM,D22,L,Chicken,P05,I08
3435,1520,1,2015-01-26,2:25:20 PM,D15,M,Chicken,P06,I09
3436,1521,1,2015-01-26,2:32:57 PM,D14,L,Classic,P13,I22
3437,1521,1,2015-01-26,2:32:57 PM,D20,L,Supreme,P25,I11
3438,1522,1,2015-01-26,2:35:32 PM,D04,S,Classic,P02,I01
3439,1522,1,2015-01-26,2:35:32 PM,D12,M,Classic,P08,I19
3440,1522,1,2015-01-26,2:35:32 PM,D04,S,Classic,P08,I19
3441,1522,1,2015-01-26,2:35:32 PM,D06,S,Supreme,P16,I04
3442,1523,1,2015-01-26,2:38:13 PM,D22,L,Supreme,P24,I21
3443,1524,1,2015-01-26,2:47:17 PM,D12,M,Veggie,P33,I16
3444,1525,1,2015-01-26,2:47:46 PM,D22,L,Supreme,P21,I15
3445,1526,1,2015-01-26,2:55:06 PM,D22,L,Chicken,P32,I07
3446,1527,1,2015-01-26,3:14:30 PM,D13,M,Supreme,P04,I32
3447,1527,1,2015-01-26,3:14:30 PM,D12,M,Veggie,P12,I30
3448,1528,1,2015-01-26,3:24:38 PM,D39,XXL,Classic,P11,I13
3449,1529,1,2015-01-26,3:35:32 PM,D22,L,Supreme,P21,I15
3450,1529,1,2015-01-26,3:35:32 PM,D04,S,Classic,P11,I13
3451,1530,1,2015-01-26,3:49:09 PM,D17,L,Veggie,P10,I24
3452,1530,1,2015-01-26,3:49:09 PM,D04,S,Veggie,P18,I25
3453,1531,1,2015-01-26,3:58:50 PM,D02,S,Classic,P13,I22
3454,1532,1,2015-01-26,4:04:46 PM,D04,S,Classic,P02,I01
3455,1532,1,2015-01-26,4:04:46 PM,D01,S,Classic,P22,I17
3456,1533,1,2015-01-26,4:08:02 PM,D22,L,Chicken,P01,I02
3457,1533,1,2015-01-26,4:08:02 PM,D09,M,Classic,P23,I18
3458,1534,1,2015-01-26,4:21:23 PM,D04,S,Veggie,P18,I25
3459,1534,1,2015-01-26,4:21:23 PM,D22,L,Veggie,P30,I27
3460,1534,1,2015-01-26,4:21:23 PM,D21,L,Classic,P11,I13
3461,1535,1,2015-01-26,4:38:21 PM,D15,M,Chicken,P01,I02
3462,1535,1,2015-01-26,4:38:21 PM,D17,L,Veggie,P10,I24
3463,1535,1,2015-01-26,4:38:21 PM,D15,M,Veggie,P17,I14
3464,1535,1,2015-01-26,4:38:21 PM,D20,L,Veggie,P29,I29
3465,1536,1,2015-01-26,4:52:11 PM,D13,M,Supreme,P04,I32
3466,1536,1,2015-01-26,4:52:11 PM,D01,S,Classic,P22,I17
3467,1536,1,2015-01-26,4:52:11 PM,D05,S,Supreme,P25,I11
3468,1537,1,2015-01-26,5:04:54 PM,D22,L,Chicken,P07,I12
3469,1538,1,2015-01-26,5:06:36 PM,D22,L,Chicken,P06,I09
3470,1538,1,2015-01-26,5:06:36 PM,D06,S,Veggie,P30,I27
3471,1538,1,2015-01-26,5:06:36 PM,D04,S,Veggie,P29,I29
3472,1539,1,2015-01-26,6:03:43 PM,D18,L,Veggie,P09,I20
3473,1539,1,2015-01-26,6:03:43 PM,D14,M,Supreme,P16,I04
3474,1539,1,2015-01-26,6:03:43 PM,D22,L,Chicken,P32,I07
3475,1540,1,2015-01-26,6:08:56 PM,D23,L,Veggie,P17,I14
3476,1540,1,2015-01-26,6:08:56 PM,D06,S,Supreme,P26,I23
3477,1541,1,2015-01-26,6:10:06 PM,D15,M,Chicken,P32,I07
3478,1542,1,2015-01-26,6:37:22 PM,D20,L,Supreme,P04,I32
3479,1542,1,2015-01-26,6:37:22 PM,D06,S,Veggie,P30,I27
3480,1542,1,2015-01-26,6:37:22 PM,D06,S,Supreme,P31,I26
3481,1542,1,2015-01-26,6:37:22 PM,D15,M,Chicken,P32,I07
3482,1543,1,2015-01-26,7:21:11 PM,D18,L,Veggie,P09,I20
3483,1543,1,2015-01-26,7:21:11 PM,D22,L,Chicken,P32,I07
3484,1544,1,2015-01-26,7:32:50 PM,D04,S,Classic,P20,I28
3485,1544,1,2015-01-26,7:32:50 PM,D14,M,Supreme,P28,I06
3486,1545,1,2015-01-26,7:33:23 PM,D14,L,Classic,P13,I22
3487,1546,1,2015-01-26,7:42:41 PM,D15,M,Chicken,P27,I10
3488,1547,1,2015-01-26,8:58:38 PM,D21,L,Classic,P15,I05
3489,1547,1,2015-01-26,8:58:38 PM,D12,M,Veggie,P29,I29
3490,1548,1,2015-01-26,8:59:51 PM,D12,M,Classic,P15,I05
3491,1548,1,2015-01-26,8:59:51 PM,D15,M,Chicken,P27,I10
3492,1549,1,2015-01-26,9:12:55 PM,D22,L,Chicken,P27,I10
3493,1550,1,2015-01-26,9:23:19 PM,D04,S,Classic,P02,I01
3494,1550,1,2015-01-26,9:23:19 PM,D06,S,Supreme,P21,I15
3495,1551,1,2015-01-26,9:37:51 PM,D06,S,Veggie,P30,I27
3496,1552,1,2015-01-27,11:23:30 AM,D12,M,Classic,P15,I05
3497,1553,1,2015-01-27,11:47:40 AM,D13,M,Supreme,P04,I32
3498,1554,1,2015-01-27,11:57:19 AM,D23,L,Veggie,P17,I14
3499,1554,1,2015-01-27,11:57:19 AM,D22,L,Supreme,P21,I15
3500,1554,1,2015-01-27,11:57:19 AM,D22,L,Supreme,P24,I21
3501,1555,1,2015-01-27,12:07:54 PM,D20,L,Veggie,P33,I16
3502,1556,1,2015-01-27,12:19:15 PM,D20,L,Veggie,P19,I31
3503,1556,1,2015-01-27,12:19:15 PM,D15,M,Chicken,P27,I10
3504,1557,1,2015-01-27,12:21:21 PM,D14,L,Classic,P13,I22
3505,1558,1,2015-01-27,12:27:55 PM,D23,L,Veggie,P17,I14
3506,1558,1,2015-01-27,12:27:55 PM,D20,L,Veggie,P33,I16
3507,1559,1,2015-01-27,12:34:12 PM,D08,M,Classic,P13,I22
3508,1560,1,2015-01-27,12:56:17 PM,D22,L,Supreme,P16,I04
3509,1560,1,2015-01-27,12:56:17 PM,D21,L,Classic,P20,I28
3510,1561,1,2015-01-27,12:56:35 PM,D22,L,Chicken,P06,I09
3511,1562,1,2015-01-27,1:00:08 PM,D12,M,Classic,P08,I19
3512,1563,1,2015-01-27,1:04:38 PM,D21,L,Classic,P08,I19
3513,1563,1,2015-01-27,1:04:38 PM,D04,S,Classic,P15,I05
3514,1564,1,2015-01-27,1:05:50 PM,D18,L,Veggie,P09,I20
3515,1564,1,2015-01-27,1:05:50 PM,D14,L,Classic,P13,I22
3516,1564,1,2015-01-27,1:05:50 PM,D20,L,Veggie,P19,I31
3517,1564,1,2015-01-27,1:05:50 PM,D11,L,Classic,P22,I17
3518,1565,1,2015-01-27,1:21:20 PM,D22,L,Chicken,P01,I02
3519,1565,1,2015-01-27,1:21:20 PM,D07,S,Chicken,P05,I08
3520,1565,1,2015-01-27,1:21:20 PM,D12,M,Classic,P15,I05
3521,1565,1,2015-01-27,1:21:20 PM,D04,S,Classic,P15,I05
3522,1566,2,2015-01-27,1:23:02 PM,D43,L,Veggie,P29,I29
3523,1567,1,2015-01-27,1:31:08 PM,D02,S,Classic,P13,I22
3524,1567,1,2015-01-27,1:31:08 PM,D20,L,Veggie,P19,I31
3525,1567,1,2015-01-27,1:31:08 PM,D22,L,Supreme,P24,I21
3526,1568,1,2015-01-27,1:38:46 PM,D07,S,Chicken,P05,I08
3527,1568,1,2015-01-27,1:38:46 PM,D12,M,Classic,P08,I19
3528,1568,1,2015-01-27,1:38:46 PM,D07,S,Veggie,P17,I14
3529,1568,1,2015-01-27,1:38:46 PM,D20,L,Veggie,P29,I29
3530,1569,2,2015-01-27,1:38:50 PM,D45,L,Chicken,P01,I02
3531,1569,1,2015-01-27,1:38:50 PM,D24,S,Supreme,P03,I03
3532,1569,1,2015-01-27,1:38:50 PM,D14,L,Classic,P13,I22
3533,1569,1,2015-01-27,1:38:50 PM,D12,M,Classic,P15,I05
3534,1569,1,2015-01-27,1:38:50 PM,D21,L,Classic,P20,I28
3535,1569,1,2015-01-27,1:38:50 PM,D06,M,Classic,P22,I17
3536,1569,1,2015-01-27,1:38:50 PM,D01,S,Classic,P22,I17
3537,1569,1,2015-01-27,1:38:50 PM,D22,L,Supreme,P21,I15
3538,1569,1,2015-01-27,1:38:50 PM,D06,S,Supreme,P26,I23
3539,1569,1,2015-01-27,1:38:50 PM,D07,S,Chicken,P27,I10
3540,1569,1,2015-01-27,1:38:50 PM,D06,S,Supreme,P28,I06
3541,1569,1,2015-01-27,1:38:50 PM,D06,S,Supreme,P31,I26
3542,1569,1,2015-01-27,1:38:50 PM,D22,L,Chicken,P32,I07
3543,1570,1,2015-01-27,1:49:25 PM,D15,M,Chicken,P05,I08
3544,1571,1,2015-01-27,2:32:25 PM,D15,M,Chicken,P01,I02
3545,1572,1,2015-01-27,2:33:38 PM,D13,M,Supreme,P25,I11
3546,1572,1,2015-01-27,2:33:38 PM,D06,S,Supreme,P31,I26
3547,1572,1,2015-01-27,2:33:38 PM,D22,L,Chicken,P32,I07
3548,1573,1,2015-01-27,2:39:50 PM,D15,M,Chicken,P32,I07
3549,1574,1,2015-01-27,3:32:22 PM,D22,L,Chicken,P01,I02
3550,1574,1,2015-01-27,3:32:22 PM,D22,L,Supreme,P21,I15
3551,1574,1,2015-01-27,3:32:22 PM,D04,S,Veggie,P29,I29
3552,1575,1,2015-01-27,3:37:13 PM,D03,S,Classic,P23,I18
3553,1576,1,2015-01-27,3:44:22 PM,D14,M,Supreme,P26,I23
3554,1576,1,2015-01-27,3:44:22 PM,D21,L,Classic,P11,I13
3555,1577,1,2015-01-27,3:48:27 PM,D03,S,Classic,P23,I18
3556,1578,1,2015-01-27,4:07:40 PM,D17,L,Veggie,P10,I24
3557,1578,1,2015-01-27,4:07:40 PM,D20,L,Veggie,P19,I31
3558,1578,1,2015-01-27,4:07:40 PM,D11,L,Classic,P22,I17
3559,1578,1,2015-01-27,4:07:40 PM,D28,XL,Classic,P11,I13
3560,1579,1,2015-01-27,4:19:56 PM,D12,M,Classic,P08,I19
3561,1579,1,2015-01-27,4:19:56 PM,D22,L,Supreme,P28,I06
3562,1580,1,2015-01-27,4:27:31 PM,D04,S,Veggie,P12,I30
3563,1580,1,2015-01-27,4:27:31 PM,D20,L,Veggie,P33,I16
3564,1581,1,2015-01-27,4:28:38 PM,D39,XXL,Classic,P11,I13
3565,1582,1,2015-01-27,4:34:55 PM,D22,L,Chicken,P05,I08
3566,1582,1,2015-01-27,4:34:55 PM,D02,S,Classic,P13,I22
3567,1582,1,2015-01-27,4:34:55 PM,D22,L,Supreme,P26,I23
3568,1582,1,2015-01-27,4:34:55 PM,D15,M,Chicken,P32,I07
3569,1583,1,2015-01-27,5:01:03 PM,D15,M,Chicken,P06,I09
3570,1583,1,2015-01-27,5:01:03 PM,D14,M,Supreme,P26,I23
3571,1584,1,2015-01-27,5:08:55 PM,D09,M,Classic,P23,I18
3572,1584,1,2015-01-27,5:08:55 PM,D15,M,Chicken,P27,I10
3573,1585,1,2015-01-27,5:14:26 PM,D04,S,Classic,P02,I01
3574,1585,1,2015-01-27,5:14:26 PM,D04,S,Classic,P15,I05
3575,1585,1,2015-01-27,5:14:26 PM,D06,S,Supreme,P24,I21
3576,1586,1,2015-01-27,5:15:31 PM,D12,M,Classic,P15,I05
3577,1586,1,2015-01-27,5:15:31 PM,D22,L,Chicken,P27,I10
3578,1586,1,2015-01-27,5:15:31 PM,D04,S,Veggie,P29,I29
3579,1587,1,2015-01-27,5:26:55 PM,D11,L,Classic,P22,I17
3580,1588,1,2015-01-27,5:29:19 PM,D04,S,Veggie,P29,I29
3581,1588,1,2015-01-27,5:29:19 PM,D14,M,Supreme,P31,I26
3582,1589,1,2015-01-27,5:46:02 PM,D12,M,Veggie,P18,I25
3583,1589,1,2015-01-27,5:46:02 PM,D22,L,Supreme,P26,I23
3584,1589,1,2015-01-27,5:46:02 PM,D22,L,Chicken,P27,I10
3585,1590,1,2015-01-27,5:56:16 PM,D15,M,Chicken,P06,I09
3586,1590,1,2015-01-27,5:56:16 PM,D21,L,Classic,P20,I28
3587,1590,1,2015-01-27,5:56:16 PM,D11,L,Classic,P22,I17
3588,1590,1,2015-01-27,5:56:16 PM,D14,M,Veggie,P30,I27
3589,1591,1,2015-01-27,6:00:16 PM,D04,S,Classic,P02,I01
3590,1591,1,2015-01-27,6:00:16 PM,D15,M,Chicken,P05,I08
3591,1591,1,2015-01-27,6:00:16 PM,D10,M,Veggie,P10,I24
3592,1591,1,2015-01-27,6:00:16 PM,D05,S,Supreme,P25,I11
3593,1592,1,2015-01-27,6:02:51 PM,D15,M,Chicken,P07,I12
3594,1593,1,2015-01-27,6:06:25 PM,D13,M,Supreme,P04,I32
3595,1593,1,2015-01-27,6:06:25 PM,D14,M,Supreme,P24,I21
3596,1593,1,2015-01-27,6:06:25 PM,D06,S,Supreme,P28,I06
3597,1593,1,2015-01-27,6:06:25 PM,D12,M,Classic,P11,I13
3598,1594,1,2015-01-27,6:16:02 PM,D07,S,Chicken,P07,I12
3599,1595,1,2015-01-27,6:17:38 PM,D20,L,Supreme,P25,I11
3600,1595,1,2015-01-27,6:17:38 PM,D04,S,Classic,P11,I13
3601,1596,1,2015-01-27,6:22:07 PM,D06,S,Supreme,P26,I23
3602,1596,1,2015-01-27,6:22:07 PM,D22,L,Chicken,P32,I07
3603,1597,1,2015-01-27,6:22:23 PM,D22,L,Chicken,P27,I10
3604,1598,1,2015-01-27,6:31:26 PM,D17,L,Veggie,P10,I24
3605,1598,1,2015-01-27,6:31:26 PM,D22,L,Supreme,P24,I21
3606,1599,1,2015-01-27,6:33:59 PM,D18,L,Veggie,P09,I20
3607,1599,1,2015-01-27,6:33:59 PM,D06,S,Supreme,P24,I21
3608,1600,1,2015-01-27,6:37:54 PM,D21,L,Classic,P20,I28
3609,1600,1,2015-01-27,6:37:54 PM,D16,L,Classic,P23,I18
3610,1601,1,2015-01-27,6:48:01 PM,D12,M,Classic,P15,I05
3611,1601,1,2015-01-27,6:48:01 PM,D04,S,Classic,P11,I13
3612,1602,1,2015-01-27,6:49:15 PM,D20,L,Supreme,P04,I32
3613,1602,1,2015-01-27,6:49:15 PM,D15,M,Chicken,P32,I07
3614,1603,1,2015-01-27,7:16:45 PM,D08,M,Classic,P13,I22
3615,1604,1,2015-01-27,8:05:01 PM,D20,L,Veggie,P19,I31
3616,1604,1,2015-01-27,8:05:01 PM,D12,M,Classic,P20,I28
3617,1605,1,2015-01-27,8:05:27 PM,D04,S,Classic,P15,I05
3618,1605,1,2015-01-27,8:05:27 PM,D15,M,Veggie,P17,I14
3619,1606,1,2015-01-27,8:07:37 PM,D12,M,Veggie,P18,I25
3620,1606,1,2015-01-27,8:07:37 PM,D11,L,Classic,P22,I17
3621,1607,1,2015-01-27,8:09:27 PM,D24,S,Supreme,P03,I03
3622,1607,1,2015-01-27,8:09:27 PM,D02,S,Classic,P13,I22
3623,1607,1,2015-01-27,8:09:27 PM,D12,M,Classic,P15,I05
3624,1608,1,2015-01-27,8:10:32 PM,D04,S,Veggie,P33,I16
3625,1609,1,2015-01-27,8:17:48 PM,D14,L,Classic,P13,I22
3626,1609,1,2015-01-27,8:17:48 PM,D20,L,Veggie,P18,I25
3627,1610,1,2015-01-27,8:43:11 PM,D22,L,Supreme,P24,I21
3628,1611,1,2015-01-27,9:03:04 PM,D04,S,Classic,P08,I19
3629,1611,1,2015-01-27,9:03:04 PM,D09,M,Classic,P23,I18
3630,1611,1,2015-01-27,9:03:04 PM,D01,S,Classic,P22,I17
3631,1611,1,2015-01-27,9:03:04 PM,D22,L,Supreme,P21,I15
3632,1612,1,2015-01-27,9:03:29 PM,D22,L,Supreme,P28,I06
3633,1612,1,2015-01-27,9:03:29 PM,D12,M,Classic,P11,I13
3634,1613,1,2015-01-27,9:05:59 PM,D17,L,Veggie,P10,I24
3635,1613,1,2015-01-27,9:05:59 PM,D12,M,Classic,P15,I05
3636,1613,1,2015-01-27,9:05:59 PM,D15,M,Chicken,P27,I10
3637,1613,1,2015-01-27,9:05:59 PM,D04,S,Veggie,P33,I16
3638,1614,1,2015-01-27,10:10:01 PM,D04,S,Classic,P02,I01
3639,1614,1,2015-01-27,10:10:01 PM,D12,M,Classic,P20,I28
3640,1615,1,2015-01-27,10:11:38 PM,D12,M,Classic,P20,I28
3641,1616,1,2015-01-27,10:22:25 PM,D01,S,Classic,P22,I17
3642,1616,1,2015-01-27,10:22:25 PM,D06,S,Supreme,P31,I26
3643,1617,1,2015-01-27,10:25:26 PM,D17,L,Veggie,P10,I24
3644,1617,1,2015-01-27,10:25:26 PM,D14,M,Supreme,P21,I15
3645,1618,1,2015-01-28,11:28:33 AM,D04,S,Classic,P02,I01
3646,1618,1,2015-01-28,11:28:33 AM,D22,L,Chicken,P07,I12
3647,1618,1,2015-01-28,11:28:33 AM,D06,M,Classic,P22,I17
3648,1618,1,2015-01-28,11:28:33 AM,D05,S,Supreme,P25,I11
3649,1619,1,2015-01-28,11:36:34 AM,D22,L,Chicken,P01,I02
3650,1619,1,2015-01-28,11:36:34 AM,D04,S,Classic,P08,I19
3651,1620,1,2015-01-28,11:38:50 AM,D22,L,Supreme,P21,I15
3652,1620,1,2015-01-28,11:38:50 AM,D22,L,Supreme,P28,I06
3653,1621,1,2015-01-28,11:43:54 AM,D04,S,Classic,P02,I01
3654,1622,1,2015-01-28,11:49:42 AM,D24,S,Supreme,P03,I03
3655,1622,1,2015-01-28,11:49:42 AM,D22,L,Supreme,P28,I06
3656,1623,1,2015-01-28,11:50:41 AM,D14,M,Supreme,P16,I04
3657,1624,1,2015-01-28,11:55:46 AM,D15,M,Chicken,P05,I08
3658,1625,1,2015-01-28,11:58:42 AM,D22,L,Supreme,P16,I04
3659,1626,1,2015-01-28,12:04:16 PM,D02,S,Classic,P13,I22
3660,1627,1,2015-01-28,12:09:40 PM,D22,L,Chicken,P01,I02
3661,1628,1,2015-01-28,12:16:39 PM,D24,S,Supreme,P03,I03
3662,1628,1,2015-01-28,12:16:39 PM,D17,L,Veggie,P10,I24
3663,1628,1,2015-01-28,12:16:39 PM,D12,M,Veggie,P29,I29
3664,1629,1,2015-01-28,12:17:09 PM,D04,S,Classic,P08,I19
3665,1629,1,2015-01-28,12:17:09 PM,D22,L,Supreme,P21,I15
3666,1629,1,2015-01-28,12:17:09 PM,D22,L,Chicken,P32,I07
3667,1630,1,2015-01-28,12:19:50 PM,D18,L,Veggie,P09,I20
3668,1630,1,2015-01-28,12:19:50 PM,D04,S,Veggie,P12,I30
3669,1630,1,2015-01-28,12:19:50 PM,D06,M,Classic,P22,I17
3670,1631,1,2015-01-28,12:20:11 PM,D04,S,Classic,P08,I19
3671,1631,1,2015-01-28,12:20:11 PM,D20,L,Veggie,P33,I16
3672,1632,1,2015-01-28,12:20:31 PM,D16,L,Classic,P23,I18
3673,1632,1,2015-01-28,12:20:31 PM,D22,L,Supreme,P28,I06
3674,1632,1,2015-01-28,12:20:31 PM,D04,S,Veggie,P29,I29
3675,1633,1,2015-01-28,12:45:52 PM,D06,M,Classic,P22,I17
3676,1633,1,2015-01-28,12:45:52 PM,D13,M,Supreme,P25,I11
3677,1633,1,2015-01-28,12:45:52 PM,D14,M,Veggie,P30,I27
3678,1634,1,2015-01-28,12:47:43 PM,D04,S,Veggie,P12,I30
3679,1635,1,2015-01-28,1:07:37 PM,D04,S,Classic,P02,I01
3680,1636,1,2015-01-28,1:07:52 PM,D04,S,Veggie,P33,I16
3681,1637,1,2015-01-28,1:21:08 PM,D22,L,Chicken,P01,I02
3682,1637,1,2015-01-28,1:21:08 PM,D04,S,Classic,P08,I19
3683,1637,1,2015-01-28,1:21:08 PM,D05,S,Supreme,P25,I11
3684,1638,1,2015-01-28,1:34:25 PM,D04,S,Classic,P15,I05
3685,1638,1,2015-01-28,1:34:25 PM,D12,M,Veggie,P19,I31
3686,1638,1,2015-01-28,1:34:25 PM,D20,L,Veggie,P29,I29
3687,1638,1,2015-01-28,1:34:25 PM,D28,XL,Classic,P11,I13
